,customer_id,basket,date_of_purchase
1060,C54,"[{'product_id': 'P34', 'price': 928}, {'product_id': 'P34', 'price': 761}, {'product_id': 'P25', 'price': 1069}]",2019-01-16 21:29:00
1061,C42,"[{'product_id': 'P37', 'price': 1869}, {'product_id': 'P39', 'price': 1346}]",2019-01-16 14:30:00
1062,C34,"[{'product_id': 'P48', 'price': 209}]",2019-01-16 04:13:00
1063,C29,"[{'product_id': 'P42', 'price': 600}, {'product_id': 'P44', 'price': 1119}]",2019-01-16 08:37:00
1064,C28,"[{'product_id': 'P42', 'price': 417}, {'product_id': 'P44', 'price': 689}]",2019-01-16 22:49:00
1065,C25,"[{'product_id': 'P04', 'price': 1893}]",2019-01-16 08:11:00
1066,C23,"[{'product_id': 'P64', 'price': 1816}, {'product_id': 'P62', 'price': 1719}]",2019-01-16 17:54:00
1067,C15,"[{'product_id': 'P21', 'price': 406}, {'product_id': 'P20', 'price': 1038}]",2019-01-16 09:51:00
1068,C14,"[{'product_id': 'P53', 'price': 1702}, {'product_id': 'P42', 'price': 782}]",2019-01-16 07:03:00
1069,C2,"[{'product_id': 'P22', 'price': 1551}, {'product_id': 'P28', 'price': 611}]",2019-01-16 03:52:00
1070,C136,"[{'product_id': 'P23', 'price': 533}]",2019-01-15 14:48:00
1071,C122,"[{'product_id': 'P10', 'price': 1606}]",2019-01-15 20:31:00
1072,C120,"[{'product_id': 'P19', 'price': 1311}, {'product_id': 'P13', 'price': 1257}]",2019-01-15 05:51:00
1073,C117,"[{'product_id': 'P28', 'price': 1501}]",2019-01-15 06:15:00
1074,C109,"[{'product_id': 'P35', 'price': 944}, {'product_id': 'P39', 'price': 1734}, {'product_id': 'P39', 'price': 1180}]",2019-01-15 14:08:00
1075,C96,"[{'product_id': 'P63', 'price': 1215}, {'product_id': 'P63', 'price': 1212}]",2019-01-15 14:37:00
1076,C90,"[{'product_id': 'P23', 'price': 1097}]",2019-01-15 11:09:00
1077,C86,"[{'product_id': 'P58', 'price': 1}, {'product_id': 'P46', 'price': 981}, {'product_id': 'P47', 'price': 1904}]",2019-01-15 08:29:00
1078,C84,"[{'product_id': 'P37', 'price': 271}]",2019-01-15 17:19:00
1079,C75,"[{'product_id': 'P27', 'price': 807}, {'product_id': 'P23', 'price': 1196}]",2019-01-15 22:48:00
1080,C70,"[{'product_id': 'P22', 'price': 1325}, {'product_id': 'P30', 'price': 319}]",2019-01-15 20:21:00
1081,C64,"[{'product_id': 'P26', 'price': 61}, {'product_id': 'P22', 'price': 1758}, {'product_id': 'P31', 'price': 105}]",2019-01-15 20:07:00
1082,C61,"[{'product_id': 'P24', 'price': 1396}, {'product_id': 'P28', 'price': 1531}]",2019-01-15 19:35:00
1083,C59,"[{'product_id': 'P64', 'price': 1106}]",2019-01-15 19:33:00
1084,C56,"[{'product_id': 'P45', 'price': 1041}, {'product_id': 'P56', 'price': 571}]",2019-01-15 14:16:00
1085,C48,"[{'product_id': 'P61', 'price': 233}, {'product_id': 'P63', 'price': 1096}, {'product_id': 'P63', 'price': 701}]",2019-01-15 06:11:00
1086,C47,"[{'product_id': 'P17', 'price': 73}]",2019-01-15 09:12:00
1087,C44,"[{'product_id': 'P03', 'price': 810}, {'product_id': 'P07', 'price': 200}]",2019-01-15 10:03:00
1088,C33,"[{'product_id': 'P35', 'price': 871}]",2019-01-15 17:30:00
1089,C29,"[{'product_id': 'P10', 'price': 1945}, {'product_id': 'P07', 'price': 1489}]",2019-01-15 06:51:00
1090,C11,"[{'product_id': 'P54', 'price': 1210}]",2019-01-15 09:26:00
1091,C5,"[{'product_id': 'P03', 'price': 1853}, {'product_id': 'P09', 'price': 1634}, {'product_id': 'P08', 'price': 638}]",2019-01-15 05:08:00
1092,C4,"[{'product_id': 'P40', 'price': 582}, {'product_id': 'P36', 'price': 231}]",2019-01-15 23:25:00
1093,C135,"[{'product_id': 'P40', 'price': 301}]",2019-01-14 18:11:00
1094,C134,"[{'product_id': 'P07', 'price': 1858}, {'product_id': 'P08', 'price': 822}, {'product_id': 'P09', 'price': 1710}]",2019-01-14 08:15:00
1095,C132,"[{'product_id': 'P27', 'price': 191}, {'product_id': 'P23', 'price': 1387}]",2019-01-14 16:45:00
1096,C124,"[{'product_id': 'P05', 'price': 1746}, {'product_id': 'P08', 'price': 1914}, {'product_id': 'P04', 'price': 471}]",2019-01-14 05:56:00
1097,C115,"[{'product_id': 'P32', 'price': 86}, {'product_id': 'P30', 'price': 708}, {'product_id': 'P25', 'price': 1559}]",2019-01-14 17:30:00
1098,C96,"[{'product_id': 'P43', 'price': 340}]",2019-01-14 22:30:00
1099,C92,"[{'product_id': 'P33', 'price': 557}, {'product_id': 'P30', 'price': 66}]",2019-01-14 10:21:00
1100,C78,"[{'product_id': 'P46', 'price': 660}, {'product_id': 'P50', 'price': 623}]",2019-01-14 08:44:00
1101,C75,"[{'product_id': 'P25', 'price': 1980}, {'product_id': 'P25', 'price': 1513}, {'product_id': 'P33', 'price': 1871}]",2019-01-14 22:32:00
1102,C65,"[{'product_id': 'P40', 'price': 1976}, {'product_id': 'P37', 'price': 1097}, {'product_id': 'P35', 'price': 843}]",2019-01-14 19:07:00
1103,C56,"[{'product_id': 'P16', 'price': 1860}]",2019-01-14 19:24:00
1104,C52,"[{'product_id': 'P37', 'price': 418}, {'product_id': 'P37', 'price': 1090}]",2019-01-14 18:45:00
1105,C50,"[{'product_id': 'P29', 'price': 1836}, {'product_id': 'P30', 'price': 681}, {'product_id': 'P31', 'price': 1462}]",2019-01-14 12:42:00
1106,C44,"[{'product_id': 'P40', 'price': 1060}, {'product_id': 'P36', 'price': 101}, {'product_id': 'P37', 'price': 1682}]",2019-01-14 22:29:00
1107,C38,"[{'product_id': 'P38', 'price': 941}, {'product_id': 'P40', 'price': 1845}, {'product_id': 'P37', 'price': 729}]",2019-01-14 04:11:00
1108,C36,"[{'product_id': 'P11', 'price': 131}]",2019-01-14 22:08:00
1109,C30,"[{'product_id': 'P62', 'price': 1151}, {'product_id': 'P64', 'price': 1035}]",2019-01-14 19:20:00
1110,C29,"[{'product_id': 'P35', 'price': 1907}, {'product_id': 'P35', 'price': 1059}, {'product_id': 'P35', 'price': 1035}]",2019-01-14 16:51:00
1111,C20,"[{'product_id': 'P27', 'price': 1231}]",2019-01-14 18:44:00
1112,C12,"[{'product_id': 'P55', 'price': 869}]",2019-01-14 11:16:00
1113,C7,"[{'product_id': 'P46', 'price': 1003}, {'product_id': 'P52', 'price': 414}]",2019-01-14 12:43:00
1114,C133,"[{'product_id': 'P50', 'price': 1710}, {'product_id': 'P49', 'price': 45}, {'product_id': 'P41', 'price': 1499}]",2019-01-13 20:56:00
1115,C129,"[{'product_id': 'P38', 'price': 1592}, {'product_id': 'P35', 'price': 1958}]",2019-01-13 17:48:00
1116,C120,"[{'product_id': 'P07', 'price': 1733}]",2019-01-13 18:13:00
1117,C114,"[{'product_id': 'P22', 'price': 489}, {'product_id': 'P25', 'price': 1533}, {'product_id': 'P25', 'price': 1542}]",2019-01-13 18:08:00
1118,C112,"[{'product_id': 'P16', 'price': 913}, {'product_id': 'P17', 'price': 1792}, {'product_id': 'P21', 'price': 967}]",2019-01-13 04:34:00
1119,C108,"[{'product_id': 'P41', 'price': 375}]",2019-01-13 22:44:00
1120,C103,"[{'product_id': 'P37', 'price': 1887}]",2019-01-13 12:12:00
1121,C99,"[{'product_id': 'P64', 'price': 1647}, {'product_id': 'P64', 'price': 1307}, {'product_id': 'P63', 'price': 176}]",2019-01-13 08:39:00
1122,C98,"[{'product_id': 'P36', 'price': 72}]",2019-01-13 03:59:00
1123,C96,"[{'product_id': 'P02', 'price': 1085}]",2019-01-13 07:06:00
1124,C91,"[{'product_id': 'P10', 'price': 424}]",2019-01-13 07:32:00
1125,C90,"[{'product_id': 'P32', 'price': 409}]",2019-01-13 22:04:00
1126,C82,"[{'product_id': 'P33', 'price': 767}, {'product_id': 'P23', 'price': 3}, {'product_id': 'P22', 'price': 292}]",2019-01-13 06:35:00
1127,C81,"[{'product_id': 'P63', 'price': 1089}]",2019-01-13 20:25:00
1128,C79,"[{'product_id': 'P57', 'price': 1385}]",2019-01-13 12:21:00
1129,C75,"[{'product_id': 'P15', 'price': 519}]",2019-01-13 13:18:00
1130,C71,"[{'product_id': 'P43', 'price': 1112}]",2019-01-13 14:26:00
1131,C64,"[{'product_id': 'P28', 'price': 1156}]",2019-01-13 21:57:00
1132,C57,"[{'product_id': 'P22', 'price': 84}, {'product_id': 'P26', 'price': 1930}]",2019-01-13 11:31:00
1133,C52,"[{'product_id': 'P44', 'price': 1910}]",2019-01-13 09:19:00
1134,C45,"[{'product_id': 'P63', 'price': 1604}, {'product_id': 'P62', 'price': 27}]",2019-01-13 10:30:00
1135,C37,"[{'product_id': 'P26', 'price': 1211}, {'product_id': 'P24', 'price': 154}, {'product_id': 'P32', 'price': 954}]",2019-01-13 19:45:00
1136,C29,"[{'product_id': 'P37', 'price': 527}]",2019-01-13 14:45:00
1137,C13,"[{'product_id': 'P39', 'price': 424}, {'product_id': 'P36', 'price': 1722}, {'product_id': 'P37', 'price': 523}]",2019-01-13 22:56:00
1138,C12,"[{'product_id': 'P50', 'price': 259}, {'product_id': 'P43', 'price': 1415}]",2019-01-13 21:47:00
1139,C8,"[{'product_id': 'P39', 'price': 208}]",2019-01-13 03:30:00
1140,C129,"[{'product_id': 'P41', 'price': 783}, {'product_id': 'P50', 'price': 681}, {'product_id': 'P58', 'price': 745}]",2019-01-12 05:17:00
1141,C125,"[{'product_id': 'P29', 'price': 1196}, {'product_id': 'P33', 'price': 1110}]",2019-01-12 03:06:00
1142,C112,"[{'product_id': 'P62', 'price': 1365}, {'product_id': 'P63', 'price': 1350}]",2019-01-12 11:25:00
1143,C108,"[{'product_id': 'P07', 'price': 1361}, {'product_id': 'P02', 'price': 1282}]",2019-01-12 23:21:00
1144,C107,"[{'product_id': 'P51', 'price': 1093}]",2019-01-12 11:27:00
1145,C101,"[{'product_id': 'P10', 'price': 79}]",2019-01-12 19:35:00
1146,C97,"[{'product_id': 'P46', 'price': 39}, {'product_id': 'P59', 'price': 1522}]",2019-01-12 18:18:00
1147,C92,"[{'product_id': 'P24', 'price': 1405}, {'product_id': 'P24', 'price': 607}]",2019-01-12 23:11:00
1148,C85,"[{'product_id': 'P62', 'price': 880}, {'product_id': 'P61', 'price': 1642}]",2019-01-12 20:33:00
1149,C82,"[{'product_id': 'P25', 'price': 1239}, {'product_id': 'P25', 'price': 1899}, {'product_id': 'P23', 'price': 642}]",2019-01-12 15:22:00
1150,C51,"[{'product_id': 'P29', 'price': 520}, {'product_id': 'P33', 'price': 323}, {'product_id': 'P25', 'price': 908}]",2019-01-12 13:29:00
1151,C35,"[{'product_id': 'P57', 'price': 643}, {'product_id': 'P51', 'price': 230}, {'product_id': 'P46', 'price': 457}]",2019-01-12 20:23:00
1152,C34,"[{'product_id': 'P50', 'price': 1528}]",2019-01-12 22:30:00
1153,C31,"[{'product_id': 'P64', 'price': 429}]",2019-01-12 16:16:00
1154,C29,"[{'product_id': 'P47', 'price': 537}, {'product_id': 'P52', 'price': 875}, {'product_id': 'P51', 'price': 807}]",2019-01-12 14:33:00
1155,C28,"[{'product_id': 'P49', 'price': 1452}, {'product_id': 'P60', 'price': 1426}]",2019-01-12 03:35:00
1156,C11,"[{'product_id': 'P61', 'price': 363}]",2019-01-12 18:20:00
1157,C8,"[{'product_id': 'P53', 'price': 747}, {'product_id': 'P50', 'price': 578}, {'product_id': 'P57', 'price': 1223}]",2019-01-12 17:23:00
1158,C136,"[{'product_id': 'P27', 'price': 967}]",2019-01-11 07:53:00
1159,C135,"[{'product_id': 'P01', 'price': 241}, {'product_id': 'P09', 'price': 45}]",2019-01-11 16:29:00
1160,C125,"[{'product_id': 'P33', 'price': 773}, {'product_id': 'P25', 'price': 1056}, {'product_id': 'P28', 'price': 606}]",2019-01-11 19:12:00
1161,C113,"[{'product_id': 'P32', 'price': 778}, {'product_id': 'P24', 'price': 808}, {'product_id': 'P30', 'price': 117}]",2019-01-11 11:36:00
1162,C103,"[{'product_id': 'P27', 'price': 778}, {'product_id': 'P30', 'price': 1585}, {'product_id': 'P26', 'price': 1861}]",2019-01-11 15:00:00
1163,C89,"[{'product_id': 'P08', 'price': 1089}, {'product_id': 'P08', 'price': 990}]",2019-01-11 17:54:00
1164,C87,"[{'product_id': 'P39', 'price': 86}, {'product_id': 'P35', 'price': 1771}, {'product_id': 'P40', 'price': 1629}]",2019-01-11 10:41:00
1165,C85,"[{'product_id': 'P62', 'price': 1700}, {'product_id': 'P63', 'price': 173}, {'product_id': 'P61', 'price': 226}]",2019-01-11 18:58:00
1166,C67,"[{'product_id': 'P52', 'price': 561}, {'product_id': 'P58', 'price': 335}, {'product_id': 'P51', 'price': 1965}]",2019-01-11 03:36:00
1167,C56,"[{'product_id': 'P64', 'price': 59}]",2019-01-11 08:05:00
1168,C54,"[{'product_id': 'P36', 'price': 201}, {'product_id': 'P36', 'price': 1991}, {'product_id': 'P37', 'price': 851}]",2019-01-11 22:35:00
1169,C51,"[{'product_id': 'P63', 'price': 299}, {'product_id': 'P61', 'price': 1065}]",2019-01-11 18:05:00
1170,C45,"[{'product_id': 'P61', 'price': 1276}, {'product_id': 'P62', 'price': 766}]",2019-01-11 09:51:00
1171,C42,"[{'product_id': 'P40', 'price': 1577}, {'product_id': 'P35', 'price': 1623}, {'product_id': 'P40', 'price': 176}]",2019-01-11 14:38:00
1172,C38,"[{'product_id': 'P60', 'price': 1071}, {'product_id': 'P56', 'price': 454}]",2019-01-11 12:26:00
1173,C29,"[{'product_id': 'P47', 'price': 634}, {'product_id': 'P46', 'price': 1506}, {'product_id': 'P53', 'price': 915}]",2019-01-11 11:01:00
1174,C15,"[{'product_id': 'P13', 'price': 1251}, {'product_id': 'P14', 'price': 1954}]",2019-01-11 06:37:00
1175,C13,"[{'product_id': 'P27', 'price': 1457}, {'product_id': 'P29', 'price': 221}]",2019-01-11 11:32:00
1176,C129,"[{'product_id': 'P04', 'price': 24}, {'product_id': 'P02', 'price': 601}, {'product_id': 'P05', 'price': 140}]",2019-01-10 16:37:00
1177,C117,"[{'product_id': 'P25', 'price': 295}]",2019-01-10 14:57:00
1178,C113,"[{'product_id': 'P24', 'price': 1051}, {'product_id': 'P26', 'price': 723}, {'product_id': 'P31', 'price': 998}]",2019-01-10 11:56:00
1179,C108,"[{'product_id': 'P24', 'price': 390}]",2019-01-10 03:09:00
1180,C98,"[{'product_id': 'P59', 'price': 1080}]",2019-01-10 13:23:00
1181,C88,"[{'product_id': 'P46', 'price': 967}]",2019-01-10 11:31:00
1182,C86,"[{'product_id': 'P12', 'price': 1456}]",2019-01-10 13:31:00
1183,C82,"[{'product_id': 'P23', 'price': 98}, {'product_id': 'P23', 'price': 400}]",2019-01-10 06:56:00
1184,C75,"[{'product_id': 'P30', 'price': 196}]",2019-01-10 09:21:00
1185,C73,"[{'product_id': 'P49', 'price': 1585}, {'product_id': 'P48', 'price': 1669}, {'product_id': 'P44', 'price': 1296}]",2019-01-10 14:59:00
1186,C68,"[{'product_id': 'P28', 'price': 1995}, {'product_id': 'P29', 'price': 668}]",2019-01-10 23:58:00
1187,C66,"[{'product_id': 'P34', 'price': 1345}]",2019-01-10 10:45:00
1188,C61,"[{'product_id': 'P26', 'price': 581}]",2019-01-10 13:47:00
1189,C52,"[{'product_id': 'P30', 'price': 357}, {'product_id': 'P28', 'price': 433}, {'product_id': 'P31', 'price': 1886}]",2019-01-10 21:06:00
1190,C50,"[{'product_id': 'P30', 'price': 148}, {'product_id': 'P30', 'price': 1381}]",2019-01-10 21:12:00
1191,C42,"[{'product_id': 'P38', 'price': 1233}, {'product_id': 'P37', 'price': 808}, {'product_id': 'P35', 'price': 637}]",2019-01-10 23:41:00
1192,C39,"[{'product_id': 'P24', 'price': 124}, {'product_id': 'P25', 'price': 63}, {'product_id': 'P24', 'price': 191}]",2019-01-10 03:25:00
1193,C36,"[{'product_id': 'P36', 'price': 28}, {'product_id': 'P37', 'price': 470}, {'product_id': 'P38', 'price': 115}]",2019-01-10 20:57:00
1194,C35,"[{'product_id': 'P53', 'price': 1768}, {'product_id': 'P42', 'price': 1570}]",2019-01-10 21:57:00
1195,C34,"[{'product_id': 'P51', 'price': 25}, {'product_id': 'P41', 'price': 169}]",2019-01-10 08:31:00
1196,C23,"[{'product_id': 'P61', 'price': 1885}, {'product_id': 'P63', 'price': 654}]",2019-01-10 07:05:00
1197,C20,"[{'product_id': 'P10', 'price': 1738}, {'product_id': 'P08', 'price': 670}]",2019-01-10 14:40:00
1198,C11,"[{'product_id': 'P30', 'price': 1176}, {'product_id': 'P25', 'price': 176}, {'product_id': 'P23', 'price': 924}]",2019-01-10 11:14:00
1199,C125,"[{'product_id': 'P33', 'price': 1052}, {'product_id': 'P29', 'price': 1236}, {'product_id': 'P31', 'price': 1446}]",2019-01-09 11:43:00
1200,C117,"[{'product_id': 'P39', 'price': 657}]",2019-01-09 22:54:00
1201,C114,"[{'product_id': 'P33', 'price': 1026}, {'product_id': 'P32', 'price': 185}]",2019-01-09 06:15:00
1202,C108,"[{'product_id': 'P52', 'price': 797}, {'product_id': 'P43', 'price': 1493}, {'product_id': 'P50', 'price': 132}]",2019-01-09 10:31:00
1203,C99,"[{'product_id': 'P38', 'price': 1544}]",2019-01-09 20:34:00
1204,C92,"[{'product_id': 'P29', 'price': 1573}, {'product_id': 'P30', 'price': 40}]",2019-01-09 07:02:00
1205,C89,"[{'product_id': 'P22', 'price': 439}, {'product_id': 'P24', 'price': 166}, {'product_id': 'P31', 'price': 978}]",2019-01-09 10:03:00
1206,C78,"[{'product_id': 'P07', 'price': 916}]",2019-01-09 23:58:00
1207,C71,"[{'product_id': 'P30', 'price': 555}]",2019-01-09 03:55:00
1208,C70,"[{'product_id': 'P34', 'price': 123}, {'product_id': 'P30', 'price': 679}, {'product_id': 'P31', 'price': 1436}]",2019-01-09 05:06:00
1209,C69,"[{'product_id': 'P01', 'price': 593}, {'product_id': 'P06', 'price': 1087}, {'product_id': 'P10', 'price': 1174}]",2019-01-09 22:07:00
1210,C67,"[{'product_id': 'P63', 'price': 356}, {'product_id': 'P64', 'price': 1039}, {'product_id': 'P63', 'price': 612}]",2019-01-09 10:57:00
1211,C64,"[{'product_id': 'P26', 'price': 792}, {'product_id': 'P31', 'price': 1285}]",2019-01-09 14:15:00
1212,C62,"[{'product_id': 'P61', 'price': 485}, {'product_id': 'P61', 'price': 1953}]",2019-01-09 11:50:00
1213,C61,"[{'product_id': 'P31', 'price': 835}]",2019-01-09 17:08:00
1214,C55,"[{'product_id': 'P31', 'price': 1779}, {'product_id': 'P27', 'price': 1493}]",2019-01-09 17:07:00
1215,C51,"[{'product_id': 'P23', 'price': 1416}, {'product_id': 'P24', 'price': 1279}]",2019-01-09 18:26:00
1216,C48,"[{'product_id': 'P62', 'price': 1375}, {'product_id': 'P62', 'price': 1093}, {'product_id': 'P62', 'price': 1473}]",2019-01-09 14:35:00
1217,C45,"[{'product_id': 'P62', 'price': 1169}, {'product_id': 'P64', 'price': 1198}, {'product_id': 'P62', 'price': 288}]",2019-01-09 11:25:00
1218,C44,"[{'product_id': 'P38', 'price': 546}]",2019-01-09 15:09:00
1219,C32,"[{'product_id': 'P44', 'price': 1588}]",2019-01-09 04:27:00
1220,C30,"[{'product_id': 'P63', 'price': 1954}]",2019-01-09 13:25:00
1221,C27,"[{'product_id': 'P34', 'price': 744}, {'product_id': 'P23', 'price': 1337}]",2019-01-09 04:25:00
1222,C22,"[{'product_id': 'P39', 'price': 638}]",2019-01-09 10:53:00
1223,C19,"[{'product_id': 'P05', 'price': 572}]",2019-01-09 09:48:00
1224,C15,"[{'product_id': 'P21', 'price': 607}, {'product_id': 'P17', 'price': 4}, {'product_id': 'P20', 'price': 1234}]",2019-01-09 19:40:00
1225,C9,"[{'product_id': 'P44', 'price': 1506}, {'product_id': 'P47', 'price': 1445}]",2019-01-09 14:38:00
1226,C7,"[{'product_id': 'P54', 'price': 1487}, {'product_id': 'P59', 'price': 1294}, {'product_id': 'P60', 'price': 1355}]",2019-01-09 23:41:00
1227,C5,"[{'product_id': 'P35', 'price': 1277}]",2019-01-09 09:46:00
1228,C4,"[{'product_id': 'P38', 'price': 1879}]",2019-01-09 16:13:00
1229,C129,"[{'product_id': 'P38', 'price': 158}]",2019-01-08 22:51:00
1230,C124,"[{'product_id': 'P59', 'price': 1603}, {'product_id': 'P50', 'price': 1939}, {'product_id': 'P42', 'price': 1510}]",2019-01-08 09:06:00
1231,C117,"[{'product_id': 'P37', 'price': 1647}, {'product_id': 'P35', 'price': 1007}]",2019-01-08 20:48:00
1232,C110,"[{'product_id': 'P40', 'price': 1139}]",2019-01-08 18:51:00
1233,C109,"[{'product_id': 'P38', 'price': 1875}]",2019-01-08 13:36:00
1234,C108,"[{'product_id': 'P11', 'price': 397}, {'product_id': 'P08', 'price': 944}]",2019-01-08 07:01:00
1235,C104,"[{'product_id': 'P64', 'price': 70}, {'product_id': 'P61', 'price': 1403}, {'product_id': 'P64', 'price': 1710}]",2019-01-08 23:44:00
1236,C99,"[{'product_id': 'P50', 'price': 1704}]",2019-01-08 08:53:00
1237,C94,"[{'product_id': 'P52', 'price': 151}]",2019-01-08 04:43:00
1238,C85,"[{'product_id': 'P62', 'price': 1283}, {'product_id': 'P64', 'price': 898}]",2019-01-08 20:02:00
1239,C82,"[{'product_id': 'P59', 'price': 273}]",2019-01-08 12:38:00
1240,C70,"[{'product_id': 'P28', 'price': 692}, {'product_id': 'P26', 'price': 1733}]",2019-01-08 06:35:00
1241,C69,"[{'product_id': 'P09', 'price': 1864}]",2019-01-08 22:18:00
1242,C63,"[{'product_id': 'P22', 'price': 1194}]",2019-01-08 16:15:00
1243,C58,"[{'product_id': 'P60', 'price': 862}, {'product_id': 'P49', 'price': 1904}]",2019-01-08 18:21:00
1244,C56,"[{'product_id': 'P60', 'price': 775}, {'product_id': 'P41', 'price': 559}, {'product_id': 'P41', 'price': 157}]",2019-01-08 05:38:00
1245,C55,"[{'product_id': 'P25', 'price': 1950}]",2019-01-08 19:30:00
1246,C44,"[{'product_id': 'P28', 'price': 1256}, {'product_id': 'P24', 'price': 1830}]",2019-01-08 08:12:00
1247,C36,"[{'product_id': 'P40', 'price': 1397}, {'product_id': 'P37', 'price': 141}]",2019-01-08 23:58:00
1248,C28,"[{'product_id': 'P46', 'price': 25}]",2019-01-08 22:06:00
1249,C26,"[{'product_id': 'P26', 'price': 1251}, {'product_id': 'P26', 'price': 67}]",2019-01-08 13:13:00
1250,C17,"[{'product_id': 'P27', 'price': 123}, {'product_id': 'P30', 'price': 1344}, {'product_id': 'P26', 'price': 1588}]",2019-01-08 12:54:00
1251,C13,"[{'product_id': 'P35', 'price': 1669}, {'product_id': 'P39', 'price': 1070}, {'product_id': 'P36', 'price': 371}]",2019-01-08 23:32:00
1252,C11,"[{'product_id': 'P61', 'price': 1622}]",2019-01-08 16:56:00
1253,C129,"[{'product_id': 'P44', 'price': 1431}, {'product_id': 'P58', 'price': 1349}, {'product_id': 'P59', 'price': 702}]",2019-01-07 21:46:00
1254,C116,"[{'product_id': 'P35', 'price': 299}, {'product_id': 'P35', 'price': 1090}]",2019-01-07 12:28:00
1255,C114,"[{'product_id': 'P60', 'price': 1430}, {'product_id': 'P53', 'price': 1856}]",2019-01-07 12:23:00
1256,C110,"[{'product_id': 'P35', 'price': 1030}, {'product_id': 'P35', 'price': 1282}, {'product_id': 'P40', 'price': 128}]",2019-01-07 18:00:00
1257,C103,"[{'product_id': 'P34', 'price': 1023}]",2019-01-07 18:50:00
1258,C96,"[{'product_id': 'P41', 'price': 1147}, {'product_id': 'P54', 'price': 631}, {'product_id': 'P44', 'price': 1902}]",2019-01-07 21:11:00
1259,C92,"[{'product_id': 'P23', 'price': 1669}, {'product_id': 'P23', 'price': 1383}, {'product_id': 'P28', 'price': 1664}]",2019-01-07 07:47:00
1260,C83,"[{'product_id': 'P39', 'price': 856}, {'product_id': 'P40', 'price': 369}, {'product_id': 'P39', 'price': 339}]",2019-01-07 04:30:00
1261,C77,"[{'product_id': 'P29', 'price': 525}]",2019-01-07 09:55:00
1262,C76,"[{'product_id': 'P03', 'price': 481}, {'product_id': 'P03', 'price': 1785}, {'product_id': 'P09', 'price': 960}]",2019-01-07 10:06:00
1263,C73,"[{'product_id': 'P48', 'price': 1138}, {'product_id': 'P44', 'price': 1224}, {'product_id': 'P42', 'price': 3}]",2019-01-07 22:20:00
1264,C70,"[{'product_id': 'P23', 'price': 1613}, {'product_id': 'P34', 'price': 1488}, {'product_id': 'P25', 'price': 637}]",2019-01-07 16:09:00
1265,C51,"[{'product_id': 'P62', 'price': 814}, {'product_id': 'P61', 'price': 1105}, {'product_id': 'P61', 'price': 119}]",2019-01-07 17:24:00
1266,C44,"[{'product_id': 'P40', 'price': 1995}, {'product_id': 'P40', 'price': 121}, {'product_id': 'P37', 'price': 188}]",2019-01-07 22:33:00
1267,C43,"[{'product_id': 'P11', 'price': 1166}, {'product_id': 'P03', 'price': 642}, {'product_id': 'P11', 'price': 425}]",2019-01-07 08:58:00
1268,C41,"[{'product_id': 'P34', 'price': 913}]",2019-01-07 21:40:00
1269,C36,"[{'product_id': 'P28', 'price': 1929}]",2019-01-07 05:57:00
1270,C28,"[{'product_id': 'P57', 'price': 700}, {'product_id': 'P45', 'price': 1529}, {'product_id': 'P46', 'price': 773}]",2019-01-07 11:07:00
1271,C25,"[{'product_id': 'P06', 'price': 1550}]",2019-01-07 22:54:00
1272,C14,"[{'product_id': 'P30', 'price': 509}]",2019-01-07 21:00:00
1273,C11,"[{'product_id': 'P62', 'price': 1038}, {'product_id': 'P63', 'price': 738}, {'product_id': 'P64', 'price': 1306}]",2019-01-07 10:23:00
1274,C9,"[{'product_id': 'P24', 'price': 596}]",2019-01-07 15:34:00
1275,C8,"[{'product_id': 'P37', 'price': 454}]",2019-01-07 03:29:00
1276,C117,"[{'product_id': 'P56', 'price': 8}]",2019-01-06 05:07:00
1277,C104,"[{'product_id': 'P34', 'price': 1824}]",2019-01-06 13:46:00
1278,C103,"[{'product_id': 'P42', 'price': 593}, {'product_id': 'P43', 'price': 589}, {'product_id': 'P49', 'price': 1895}]",2019-01-06 21:47:00
1279,C94,"[{'product_id': 'P48', 'price': 1710}]",2019-01-06 06:04:00
1280,C92,"[{'product_id': 'P28', 'price': 724}]",2019-01-06 22:35:00
1281,C75,"[{'product_id': 'P09', 'price': 1743}]",2019-01-06 20:28:00
1282,C70,"[{'product_id': 'P34', 'price': 839}, {'product_id': 'P25', 'price': 6}]",2019-01-06 15:59:00
1283,C68,"[{'product_id': 'P43', 'price': 931}, {'product_id': 'P45', 'price': 18}, {'product_id': 'P47', 'price': 1308}]",2019-01-06 10:09:00
1284,C67,"[{'product_id': 'P63', 'price': 1048}]",2019-01-06 08:33:00
1285,C64,"[{'product_id': 'P31', 'price': 1023}, {'product_id': 'P33', 'price': 186}]",2019-01-06 17:08:00
1286,C61,"[{'product_id': 'P28', 'price': 438}, {'product_id': 'P34', 'price': 1395}, {'product_id': 'P26', 'price': 724}]",2019-01-06 11:53:00
1287,C59,"[{'product_id': 'P63', 'price': 653}]",2019-01-06 02:54:00
1288,C53,"[{'product_id': 'P49', 'price': 249}, {'product_id': 'P45', 'price': 558}]",2019-01-06 08:06:00
1289,C48,"[{'product_id': 'P64', 'price': 671}]",2019-01-06 15:48:00
1290,C42,"[{'product_id': 'P38', 'price': 527}, {'product_id': 'P37', 'price': 1528}, {'product_id': 'P35', 'price': 1925}]",2019-01-06 02:58:00
